month_year,product_category_name,unit_price,comp_1,comp_2,comp_3,price_diff_vs_comp1,price_diff_vs_comp2,price_diff_vs_comp3,qty,freight_price,profit
2018-04-01,garden_tools,101.0,53.9,53.9,53.9,47.1,47.1,47.1,1,79.76,21.239999999999995
2017-07-01,consoles_games,19.9,19.9,19.9,19.9,0.0,0.0,0.0,13,13.47307692,83.55000003999997
2017-08-01,consoles_games,19.9,19.9,19.9,19.9,0.0,0.0,0.0,24,16.16375,89.66999999999996
2017-09-01,consoles_games,19.9,19.9,19.9,19.9,0.0,0.0,0.0,9,16.13333333,33.900000029999994
2017-10-01,consoles_games,21.54285714,21.54285714,20.66666667,21.54285714,0.0,0.8761904699999974,0.0,28,13.53428571,224.24000003999996
2017-11-01,consoles_games,24.5,24.5,24.5,24.5,0.0,0.0,0.0,28,13.64535714,303.93000008
2017-12-01,consoles_games,24.5,24.5,24.5,24.5,0.0,0.0,0.0,16,12.87375,186.02
2018-02-01,consoles_games,32.5,32.5,32.5,32.5,0.0,0.0,0.0,5,15.256,86.22
2018-03-01,consoles_games,32.5,32.5,32.74285714,32.5,0.0,-0.24285713999999814,0.0,6,18.05666667,86.65999998000001
2018-04-01,consoles_games,35.05714286,35.05714286,34.2,35.05714286,0.0,0.8571428599999962,0.0,7,12.98571429,154.49999999
2018-05-01,consoles_games,36.2,36.2,36.2,36.2,0.0,0.0,0.0,3,15.87,60.990000000000016
2018-06-01,consoles_games,36.2,36.2,36.2,36.2,0.0,0.0,0.0,2,18.35,35.7
2018-07-01,consoles_games,36.2,36.2,36.2,36.2,0.0,0.0,0.0,1,22.18,14.020000000000003
2017-04-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,1,17.16,42.739999999999995
2017-05-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,1,13.44,46.46
2017-07-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,4,17.67,168.92
2017-08-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,6,16.26,261.84000000000003
2017-09-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,5,16.782,215.58999999999997
2017-10-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,11,14.80727273,496.01999996999996
2017-11-01,garden_tools,51.32222222,52.40694444,53.64828125,53.78571429,-1.0847222199999962,-2.326059029999996,-2.463492070000001,20,16.016,706.1244444
2017-12-01,garden_tools,56.97777778,55.1,55.425,55.75,1.8777777799999953,1.5527777799999996,1.2277777799999967,10,18.103,388.74777779999994
2018-01-01,garden_tools,49.9,49.9,49.9,49.9,0.0,0.0,0.0,11,21.98272727,307.09000002999994
2018-02-01,garden_tools,51.4,50.54516129,50.9,50.35714286,0.8548387099999957,0.5,1.0428571399999953,8,14.08375,298.53
2018-03-01,garden_tools,53.9,53.9,53.9,53.9,0.0,0.0,0.0,3,21.35,97.64999999999999
2018-04-01,garden_tools,53.9,53.9,53.9,53.9,0.0,0.0,0.0,8,19.56375,274.69
2018-05-01,garden_tools,52.9,53.41515152,53.70952381,53.05789474,-0.5151515200000034,-0.8095238100000017,-0.15789474000000325,9,16.46,327.96
2018-06-01,garden_tools,49.9,49.9,49.9,49.9,0.0,0.0,0.0,5,23.122,133.89
2018-07-01,garden_tools,49.9,49.91,49.9,49.9,-0.00999999999999801,0.0,0.0,6,20.99,173.46
2018-08-01,garden_tools,49.9,49.91,49.9,49.9,-0.00999999999999801,0.0,0.0,7,24.48142857,177.93000001000001
2017-02-01,health_beauty,19.99,19.99,19.99,64.99,0.0,0.0,-45.0,11,11.75090909,90.63000000999997
2017-03-01,health_beauty,19.99,19.99,89.99,64.99,0.0,-70.0,-45.0,9,13.81888889,55.539999989999984
2017-04-01,health_beauty,19.99,19.99,19.99,64.99,0.0,0.0,-45.0,13,18.03846154,25.369999979999978
2017-05-01,health_beauty,19.99,19.99,89.99,64.99,0.0,-70.0,-45.0,16,14.8475,82.27999999999997
2017-06-01,health_beauty,19.99,19.99,89.99,58.79952381,0.0,-70.0,-38.80952381,21,12.68333333,153.44000006999997
2017-07-01,health_beauty,19.99,19.99,89.99,59.25666667,0.0,-70.0,-39.266666670000006,29,11.13517241,256.79000011
2017-08-01,health_beauty,23.39740741,23.39740741,89.99,58.99,0.0,-66.59259259,-35.59259259,28,14.27678571,255.37740759999997
2017-09-01,health_beauty,23.99,23.99,89.99,58.99,0.0,-66.0,-35.0,24,16.12,188.87999999999994
2017-10-01,health_beauty,23.99,23.99,89.99,58.99,0.0,-66.0,-35.0,27,13.13666667,293.03999990999995
2017-11-01,health_beauty,23.99,23.99,89.99,58.99,0.0,-66.0,-35.0,28,12.37535714,325.21000007999993
2017-12-01,health_beauty,23.99,23.99,89.99,58.99,0.0,-66.0,-35.0,19,12.45684211,219.12999990999998
2018-01-01,health_beauty,23.99,23.99,89.99,58.99,0.0,-66.0,-35.0,19,11.28736842,241.35000001999998
2018-02-01,health_beauty,23.99,23.99,89.99,58.99,0.0,-66.0,-35.0,14,12.55,160.15999999999997
2018-03-01,health_beauty,23.99,23.99,83.74,58.99,0.0,-59.75,-35.0,8,14.19875,78.32999999999998
2018-05-01,health_beauty,23.99,23.99,79.99,58.99,0.0,-56.0,-35.0,7,7.988571429,112.009999997
2018-06-01,health_beauty,23.99,23.99,79.99,58.99,0.0,-56.0,-35.0,3,16.27,23.159999999999997
2018-07-01,health_beauty,23.99,23.99,79.99,58.99,0.0,-56.0,-35.0,3,18.81,15.54
2018-08-01,health_beauty,23.99,23.99,82.82142857,58.99,0.0,-58.83142857,-35.0,2,16.77,14.439999999999998
2017-07-01,cool_stuff,134.99,99.99,129.99,134.99,35.000000000000014,5.0,0.0,1,15.7,119.29
2017-08-01,cool_stuff,134.99,99.99,116.9275,134.99,35.000000000000014,18.062500000000014,0.0,1,15.7,119.29
2017-10-01,cool_stuff,146.99,99.99,119.99,146.99,47.000000000000014,27.000000000000014,0.0,12,18.755,1538.8200000000002
2017-11-01,cool_stuff,157.3603704,99.99,129.99,157.3603704,57.3703704,27.370370399999985,0.0,27,20.83703704,3686.1300007199993
2017-12-01,cool_stuff,166.99,99.99,129.99,166.99,67.00000000000001,37.0,0.0,29,24.47137931,4133.04000001
2018-01-01,cool_stuff,166.99,99.99,129.99,29.5,67.00000000000001,37.0,137.49,13,25.28615385,1842.1499999500002
2018-02-01,cool_stuff,176.99,99.99,129.99,176.99,77.00000000000001,47.0,0.0,8,22.87625,1232.91
2018-03-01,cool_stuff,173.8081818,99.99,129.99,35.0,73.8181818,43.81818179999999,138.8081818,11,23.95454545,1648.3899998499999
2018-04-01,cool_stuff,169.99,89.86333333,129.99,35.0,80.12666667,40.0,134.99,6,24.87833333,870.6700000200001
2018-01-01,health_beauty,110.99,23.99,89.99,58.99,87.0,21.0,51.99999999999999,1,44.63,66.35999999999999
2018-02-01,health_beauty,110.99,23.99,89.99,58.99,87.0,21.0,51.99999999999999,2,20.55,180.88
2018-03-01,health_beauty,110.99,23.99,83.74,58.99,87.0,27.25,51.99999999999999,9,38.19222222,655.1800000199999
2018-04-01,health_beauty,116.5284615,116.5284615,79.99,58.99,0.0,36.53846150000001,57.538461500000004,13,37.09153846,1032.6799995200001
2018-05-01,health_beauty,119.99,23.99,79.99,58.99,96.0,40.0,60.99999999999999,23,31.5826087,2033.3699999
2018-06-01,health_beauty,122.99,23.99,79.99,58.99,99.0,43.0,63.99999999999999,43,35.51837209,3761.2800001299997
2018-07-01,health_beauty,122.99,23.99,79.99,58.99,99.0,43.0,63.99999999999999,33,33.01,2969.3399999999997
2018-08-01,health_beauty,122.99,23.99,82.82142857,58.99,99.0,40.16857143,63.99999999999999,32,36.941875,2753.54
2017-06-01,perfumery,56.99,56.99,56.99,56.99,0.0,0.0,0.0,4,18.4525,154.15
2017-07-01,perfumery,56.99,56.99,56.99,56.99,0.0,0.0,0.0,7,11.75,316.68
2017-08-01,perfumery,56.99,56.99,142.5,56.99,0.0,-85.50999999999999,0.0,7,13.58857143,303.80999999
2017-09-01,perfumery,56.99,56.99,142.5,56.99,0.0,-85.50999999999999,0.0,17,13.74117647,735.23000001
2017-10-01,perfumery,56.99,56.99,142.5,56.99,0.0,-85.50999999999999,0.0,17,12.29294118,759.8499999400001
2017-11-01,perfumery,56.99,56.99,118.05,56.99,0.0,-61.059999999999995,0.0,20,12.714,885.5200000000001
2017-12-01,perfumery,56.99,56.99,118.0,56.99,0.0,-61.01,0.0,24,13.82,1036.08
2018-01-01,perfumery,56.99,56.99,117.9,56.99,0.0,-60.910000000000004,0.0,10,12.215,447.75000000000006
2018-02-01,perfumery,56.99,56.99,117.8888889,56.99,0.0,-60.898888899999996,0.0,4,14.5575,169.73000000000002
2018-03-01,perfumery,50.49,50.49,117.7,50.49,0.0,-67.21000000000001,0.0,14,15.19642857,494.11000002000003
2018-04-01,perfumery,49.99,49.99,117.975,49.99,0.0,-67.98499999999999,0.0,2,13.665,72.65
2018-07-01,perfumery,49.99,49.99,118.7,49.99,0.0,-68.71000000000001,0.0,8,12.5225,299.74
2018-08-01,perfumery,49.99,49.99,116.9066667,49.99,0.0,-66.91666670000001,0.0,4,12.28,150.84
2017-04-01,cool_stuff,99.99,99.99,129.99,99.99,0.0,-30.000000000000014,0.0,2,21.17,157.64
2017-05-01,cool_stuff,99.99,99.99,129.99,99.99,0.0,-30.000000000000014,0.0,18,15.57722222,1519.4300000399999
2017-06-01,cool_stuff,99.99,99.99,129.99,99.99,0.0,-30.000000000000014,0.0,11,20.49090909,874.4900000099999
2017-07-01,cool_stuff,99.99,99.99,129.99,99.99,0.0,-30.000000000000014,0.0,14,19.91214286,1121.08999996
2017-08-01,cool_stuff,99.99,99.99,116.9275,99.99,0.0,-16.9375,0.0,8,18.22875,654.0899999999999
2017-09-01,cool_stuff,99.99,99.99,99.99,29.5,0.0,0.0,70.49,6,17.78166667,493.2499999799999
2017-10-01,cool_stuff,99.99,99.99,119.99,99.99,0.0,-20.0,0.0,9,18.51888889,733.23999999
2017-11-01,cool_stuff,99.99,99.99,129.99,99.99,0.0,-30.000000000000014,0.0,2,17.45,165.07999999999998
2017-12-01,cool_stuff,99.99,99.99,129.99,99.99,0.0,-30.000000000000014,0.0,3,17.95,246.11999999999998
2018-01-01,cool_stuff,99.99,99.99,129.99,29.5,0.0,-30.000000000000014,70.49,6,15.90166667,504.52999997999996
2018-02-01,cool_stuff,99.99,99.99,129.99,99.99,0.0,-30.000000000000014,0.0,9,19.08111111,728.18000001
2018-03-01,cool_stuff,97.952,99.99,129.99,35.0,-2.0379999999999967,-32.03800000000001,62.952,5,17.592,401.8
2018-04-01,cool_stuff,84.6925,89.86333333,129.99,35.0,-5.170833330000008,-45.297500000000014,49.692499999999995,4,18.195,265.99
2017-03-01,health_beauty,89.99,19.99,89.99,64.99,70.0,0.0,25.0,6,13.02,461.82
2017-05-01,health_beauty,89.99,19.99,89.99,64.99,70.0,0.0,25.0,6,16.09833333,443.3500000199999
2017-06-01,health_beauty,89.99,19.99,89.99,58.79952381,70.0,0.0,31.19047619,9,14.16333333,682.44000003
2017-07-01,health_beauty,89.99,19.99,89.99,59.25666667,70.0,0.0,30.733333329999994,17,12.11882353,1323.8099999899998
2017-08-01,health_beauty,89.99,23.39740741,89.99,58.99,66.59259259,0.0,30.999999999999993,18,13.41055556,1378.4299999199998
2017-09-01,health_beauty,89.99,23.99,89.99,58.99,66.0,0.0,30.999999999999993,21,13.96428571,1596.54000009
2017-10-01,health_beauty,89.99,23.99,89.99,58.99,66.0,0.0,30.999999999999993,24,16.56291667,1762.2499999199997
2017-11-01,health_beauty,89.99,23.99,89.99,58.99,66.0,0.0,30.999999999999993,26,16.99038462,1897.98999988
2017-12-01,health_beauty,89.99,23.99,89.99,58.99,66.0,0.0,30.999999999999993,19,15.89473684,1407.81000004
2018-01-01,health_beauty,89.99,23.99,89.99,58.99,66.0,0.0,30.999999999999993,20,14.811,1503.58
2018-02-01,health_beauty,89.99,23.99,89.99,58.99,66.0,0.0,30.999999999999993,17,16.30764706,1252.5999999799997
2018-03-01,health_beauty,83.74,23.99,83.74,58.99,59.75,0.0,24.749999999999993,16,11.876875,1149.81
2018-04-01,health_beauty,79.99,79.99,79.99,58.99,0.0,0.0,20.999999999999993,14,14.485,917.0699999999999
2018-05-01,health_beauty,79.99,23.99,79.99,58.99,56.0,0.0,20.999999999999993,16,21.943125,928.75
2018-06-01,health_beauty,79.99,23.99,79.99,58.99,56.0,0.0,20.999999999999993,13,13.36230769,866.16000003
2018-07-01,health_beauty,79.99,23.99,79.99,58.99,56.0,0.0,20.999999999999993,10,16.745,632.4499999999999
2018-08-01,health_beauty,82.82142857,23.99,82.82142857,58.99,58.83142857,0.0,23.831428569999993,7,12.41857143,492.81999998
2017-07-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,13,15.39230769,578.6000000299999
2017-08-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,23,18.05043478,962.54000006
2017-09-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,13,16.29461538,566.8700000599999
2017-10-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,36,16.81416667,1551.08999988
2017-11-01,garden_tools,53.78571429,52.40694444,53.64828125,53.78571429,1.3787698500000047,0.13743304000000478,0.0,69,18.27550725,2450.20428576
2017-12-01,garden_tools,55.75,55.1,55.425,55.75,0.6499999999999986,0.32500000000000284,0.0,44,17.26727273,1693.23999988
2018-01-01,garden_tools,49.9,49.9,49.9,49.9,0.0,0.0,0.0,39,16.50512821,1302.3999998099998
2018-02-01,garden_tools,50.35714286,50.54516129,50.9,50.35714286,-0.18801842999999963,-0.5428571399999953,0.0,48,18.281875,1539.6128572800003
2018-03-01,garden_tools,53.9,53.9,53.9,53.9,0.0,0.0,0.0,26,19.02423077,906.7699999800001
2018-04-01,garden_tools,53.9,53.9,53.9,53.9,0.0,0.0,0.0,28,19.07142857,975.2000000399998
2018-05-01,garden_tools,53.05789474,53.41515152,53.70952381,53.05789474,-0.35725678000000016,-0.6516290699999985,0.0,25,12.98,1001.9473685000002
2018-06-01,garden_tools,49.9,49.9,49.9,49.9,0.0,0.0,0.0,15,22.87866667,405.31999994999995
2018-07-01,garden_tools,49.9,49.91,49.9,49.9,-0.00999999999999801,0.0,0.0,3,20.99,86.73
2018-08-01,garden_tools,49.9,49.91,49.9,49.9,-0.00999999999999801,0.0,0.0,6,32.32,105.47999999999999
2017-10-01,computers_accessories,167.0,154.6958824,167.0,167.0,12.304117600000012,0.0,0.0,1,14.92,152.08
2017-12-01,computers_accessories,119.9,149.99,119.9,109.9,-30.090000000000003,0.0,10.0,2,13.44,212.92000000000002
2018-01-01,computers_accessories,93.09489362,156.5113514,150.3545455,97.6425,-63.41645778,-57.25965188000001,-4.547606380000005,57,12.23912281,4608.77893617
2018-02-01,computers_accessories,77.155,149.0,149.9,78.7122807,-71.845,-72.745,-1.5572806999999926,45,11.51311111,2953.88500005
2018-03-01,computers_accessories,88.0,136.1428571,149.9,81.02391304,-48.142857099999986,-61.900000000000006,6.9760869600000035,6,17.55333333,422.68000001999997
2018-04-01,computers_accessories,88.0,120.9230769,149.9,80.66666667,-32.9230769,-61.900000000000006,7.333333330000002,10,10.869,771.31
2018-06-01,computers_accessories,89.9,114.4911538,149.9,78.9,-24.5911538,-60.0,11.0,3,21.82666667,204.21999999
2018-07-01,computers_accessories,78.9,119.99,149.9,77.9,-41.08999999999999,-71.0,1.0,3,13.41333333,196.46000001000002
2017-05-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,3,26.24666667,100.95999998999999
2017-06-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,3,16.26,130.92000000000002
2017-07-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,19,16.11157895,831.97999995
2017-08-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,27,17.68111111,1139.91000003
2017-09-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,17,16.81176471,732.4999999300001
2017-10-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,31,17.59548387,1311.44000003
2017-11-01,garden_tools,53.64828125,52.40694444,53.64828125,53.78571429,1.24133681,0.0,-0.13743304000000478,87,16.07586207,3268.8004686599998
2017-12-01,garden_tools,55.425,55.1,55.425,55.75,0.32499999999999574,0.0,-0.32500000000000284,32,19.184375,1159.6999999999998
2018-01-01,garden_tools,49.9,49.9,49.9,49.9,0.0,0.0,0.0,29,15.84103448,987.71000008
2018-02-01,garden_tools,50.9,50.54516129,50.9,50.35714286,0.35483870999999567,0.0,0.5428571399999953,36,17.51944444,1201.70000016
2018-03-01,garden_tools,53.9,53.9,53.9,53.9,0.0,0.0,0.0,35,21.85285714,1121.6500000999997
2018-04-01,garden_tools,53.9,53.9,53.9,53.9,0.0,0.0,0.0,13,19.46846154,447.60999998
2018-05-01,garden_tools,53.70952381,53.41515152,53.70952381,53.05789474,0.2943722899999983,0.0,0.6516290699999985,29,13.51034483,1165.77619042
2018-06-01,garden_tools,49.9,49.9,49.9,49.9,0.0,0.0,0.0,6,23.25166667,159.88999998
2018-07-01,garden_tools,49.9,49.91,49.9,49.9,-0.00999999999999801,0.0,0.0,14,33.28142857,232.66000001999993
2018-08-01,garden_tools,49.9,49.91,49.9,49.9,-0.00999999999999801,0.0,0.0,10,36.442,134.57999999999998
2018-01-01,computers_accessories,150.3545455,156.5113514,150.3545455,97.6425,-6.156805899999995,0.0,52.7120455,22,22.54772727,2811.75000106
2018-02-01,computers_accessories,149.9,149.0,149.9,78.7122807,0.9000000000000057,0.0,71.18771930000001,69,26.55289855,8510.950000050001
2018-03-01,computers_accessories,149.9,136.1428571,149.9,81.02391304,13.75714290000002,0.0,68.87608696000001,51,28.47588235,6192.63000015
2018-04-01,computers_accessories,149.9,120.9230769,149.9,80.66666667,28.976923100000008,0.0,69.23333333000001,35,30.22742857,4188.54000005
2018-05-01,computers_accessories,149.9,119.0,149.9,79.8,30.900000000000006,0.0,70.10000000000001,52,18.94307692,6809.760000159999
2018-06-01,computers_accessories,149.9,114.4911538,149.9,78.9,35.4088462,0.0,71.0,27,27.62666667,3301.37999991
2018-07-01,computers_accessories,149.9,119.99,149.9,77.9,29.91000000000001,0.0,72.0,13,33.57153846,1512.27000002
2018-08-01,computers_accessories,149.9,119.99,149.9,77.9,29.91000000000001,0.0,72.0,5,24.76,625.7
2018-01-01,health_beauty,61.99,23.99,89.99,58.99,38.0,-27.999999999999993,3.0,3,24.05,113.82
2018-03-01,health_beauty,61.99,23.99,83.74,58.99,38.0,-21.749999999999993,3.0,13,28.61461538,433.88000006000004
2018-04-01,health_beauty,64.99,64.99,79.99,58.99,0.0,-15.0,5.999999999999993,15,25.346,594.6599999999999
2018-05-01,health_beauty,64.99,23.99,79.99,58.99,41.0,-15.0,5.999999999999993,38,24.77447368,1528.1900001599997
2018-06-01,health_beauty,66.99,23.99,79.99,58.99,43.0,-13.0,7.999999999999993,26,30.24153846,955.4600000399998
2018-07-01,health_beauty,66.99,23.99,79.99,58.99,43.0,-13.0,7.999999999999993,27,25.90074074,1109.4100000199999
2018-08-01,health_beauty,66.99,23.99,82.82142857,58.99,43.0,-15.83142857,7.999999999999993,28,23.52821429,1216.9299998799997
2017-05-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,4,19.7325,160.67
2017-06-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,1,17.67,42.23
2017-07-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,14,16.62642857,605.8300000199999
2017-08-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,39,18.16230769,1627.77000009
2017-09-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,37,17.18702703,1580.37999989
2017-10-01,garden_tools,59.9,59.9,59.9,59.9,0.0,0.0,0.0,39,18.06589744,1631.5299998399998
2017-11-01,garden_tools,52.40694444,52.40694444,53.64828125,53.78571429,0.0,-1.24133681,-1.3787698500000047,91,17.06747253,3215.89194381
2017-12-01,garden_tools,55.1,55.1,55.425,55.75,0.0,-0.32499999999999574,-0.6499999999999986,51,15.75960784,2006.36000016
2018-01-01,garden_tools,49.9,49.9,49.9,49.9,0.0,0.0,0.0,12,19.495,364.85999999999996
2018-02-01,garden_tools,50.54516129,50.54516129,50.9,50.35714286,0.0,-0.35483870999999567,0.18801842999999963,39,16.61153846,1323.4112903700002
2018-03-01,garden_tools,53.9,53.9,53.9,53.9,0.0,0.0,0.0,31,20.35967742,1039.7499999799998
2018-04-01,garden_tools,53.9,53.9,53.9,53.9,0.0,0.0,0.0,46,5.28173913,2236.44000002
2018-05-01,garden_tools,53.41515152,53.41515152,53.70952381,53.05789474,0.0,-0.2943722899999983,0.35725678000000016,56,10.75303571,2389.0784853600003
2018-06-01,garden_tools,49.9,49.9,49.9,49.9,0.0,0.0,0.0,12,19.89083333,360.11000004
2018-07-01,garden_tools,49.91,49.91,49.9,49.9,0.0,0.00999999999999801,0.00999999999999801,6,28.37333333,129.22000002
2018-08-01,garden_tools,49.91,49.91,49.9,49.9,0.0,0.00999999999999801,0.00999999999999801,6,20.32833333,177.49000001999997
2018-02-01,health_beauty,47.35789474,23.99,89.99,58.99,23.36789474,-42.632105259999996,-11.632105260000003,21,10.20047619,780.3057895500001
2018-03-01,health_beauty,48.45944444,23.99,83.74,58.99,24.46944444,-35.280555559999996,-10.530555560000003,58,12.56344828,2081.9677772799996
2018-04-01,health_beauty,53.70176471,53.70176471,79.99,58.99,0.0,-26.288235289999996,-5.288235290000003,18,13.16055556,729.7417647
2018-05-01,health_beauty,52.06928571,23.99,79.99,58.99,28.079285710000004,-27.920714289999992,-6.920714289999999,33,10.63121212,1367.45642847
2018-06-01,health_beauty,49.98,23.99,79.99,58.99,25.99,-30.009999999999998,-9.010000000000005,9,12.91,333.62999999999994
2018-07-01,health_beauty,51.512,23.99,79.99,58.99,27.522000000000002,-28.477999999999994,-7.4780000000000015,5,14.368,185.72
2018-08-01,health_beauty,50.71,23.99,82.82142857,58.99,26.720000000000002,-32.111428569999994,-8.280000000000001,11,9.312727273,455.36999999700004
2017-06-01,watches_gifts,157.99,163.0,157.99,185.0,-5.009999999999991,0.0,-27.00999999999999,5,13.91,720.4000000000001
2017-07-01,watches_gifts,171.792,161.5909091,171.792,197.383,10.201090899999997,0.0,-25.591000000000008,6,14.95,941.0520000000001
2017-08-01,watches_gifts,169.9,160.6692308,169.9,179.9,9.230769199999997,0.0,-10.0,5,17.084,764.08
2017-09-01,watches_gifts,160.4,148.7785714,160.4,164.57,11.621428600000002,0.0,-4.1699999999999875,10,17.856,1425.44
2017-10-01,watches_gifts,149.475,134.9,149.475,232.49,14.574999999999989,0.0,-83.01500000000001,16,18.505625,2095.5099999999998
2017-11-01,watches_gifts,140.56,133.0,108.0,174.4333333,7.560000000000002,32.56,-33.873333299999985,26,19.17230769,3156.08000006
2017-12-01,watches_gifts,149.0,149.0,108.0,185.96,0.0,41.0,-36.96000000000001,6,17.00333333,791.98000002
2018-01-01,watches_gifts,148.5,148.5,108.0,199.0,0.0,40.5,-50.5,8,14.165,1074.68
2018-02-01,watches_gifts,145.9942857,128.2416667,108.0,182.0,17.75261900000001,37.994285700000006,-36.005714299999994,14,15.12928571,1832.10999986
2018-03-01,watches_gifts,123.9666667,117.4412903,105.6428571,151.8784375,6.525376399999999,18.323809600000004,-27.911770799999985,9,26.27222222,879.25000032
2018-04-01,watches_gifts,119.19,105.648625,105.0,150.1333333,13.541375000000002,14.189999999999998,-30.943333300000006,10,21.229,979.61
2018-05-01,watches_gifts,118.1318182,103.7925234,105.0,132.53125,14.339294800000005,13.131818199999998,-14.399431800000002,22,14.71227273,2275.23000034
2018-06-01,watches_gifts,139.9,119.0,105.0,138.22,20.900000000000006,34.900000000000006,1.6800000000000068,1,18.86,121.04
2018-07-01,watches_gifts,138.98,118.3636364,105.0,155.0,20.616363599999985,33.97999999999999,-16.02000000000001,5,23.162,579.0899999999999
